question_number,elapsed_time,is_correct,question_id,_id,demographics.age,demographics.csBackground,demographics.yearsOfExperience
9,3143,True,camelCase,674f88ecd438e1da63e1436e,21,True,5
0,9673,True,camelCase,674f96911ee015438d753550,58,False,0
1,9995,True,kebab-case,674f96911ee015438d753550,58,False,0
10,20245,True,kebab-case,674f96911ee015438d753550,58,False,0
11,5578,True,kebab-case,674f96911ee015438d753550,58,False,0
12,4744,True,camelCase,674f96911ee015438d753550,58,False,0
13,6009,True,kebab-case,674f96911ee015438d753550,58,False,0
14,10030,True,camelCase,674f96911ee015438d753550,58,False,0
15,14978,True,kebab-case,674f96911ee015438d753550,58,False,0
16,7795,True,kebab-case,674f96911ee015438d753550,58,False,0
17,7311,True,camelCase,674f96911ee015438d753550,58,False,0
18,13030,True,camelCase,674f96911ee015438d753550,58,False,0
19,7278,True,camelCase,674f96911ee015438d753550,58,False,0
2,10213,False,kebab-case,674f96911ee015438d753550,58,False,0
3,5078,True,camelCase,674f96911ee015438d753550,58,False,0
4,7279,True,kebab-case,674f96911ee015438d753550,58,False,0
5,18944,True,kebab-case,674f96911ee015438d753550,58,False,0
6,7613,True,camelCase,674f96911ee015438d753550,58,False,0
7,6427,True,camelCase,674f96911ee015438d753550,58,False,0
8,10361,True,kebab-case,674f96911ee015438d753550,58,False,0
9,4897,True,camelCase,674f96911ee015438d753550,58,False,0
0,5226,True,camelCase,674f9c67215ce1b9444f15d5,24,True,2
1,4486,True,kebab-case,674f9c67215ce1b9444f15d5,24,True,2
10,4207,True,kebab-case,674f9c67215ce1b9444f15d5,24,True,2
11,5787,True,kebab-case,674f9c67215ce1b9444f15d5,24,True,2
12,3692,True,camelCase,674f9c67215ce1b9444f15d5,24,True,2
13,3888,True,kebab-case,674f9c67215ce1b9444f15d5,24,True,2
14,3142,True,camelCase,674f9c67215ce1b9444f15d5,24,True,2
15,3658,True,kebab-case,674f9c67215ce1b9444f15d5,24,True,2
16,3724,True,kebab-case,674f9c67215ce1b9444f15d5,24,True,2
17,3775,True,camelCase,674f9c67215ce1b9444f15d5,24,True,2
18,2009,True,camelCase,674f9c67215ce1b9444f15d5,24,True,2
19,2675,True,camelCase,674f9c67215ce1b9444f15d5,24,True,2
2,4343,True,kebab-case,674f9c67215ce1b9444f15d5,24,True,2
3,2257,True,camelCase,674f9c67215ce1b9444f15d5,24,True,2
4,4387,True,kebab-case,674f9c67215ce1b9444f15d5,24,True,2
5,5659,True,kebab-case,674f9c67215ce1b9444f15d5,24,True,2
6,4539,True,camelCase,674f9c67215ce1b9444f15d5,24,True,2
7,2119,True,camelCase,674f9c67215ce1b9444f15d5,24,True,2
8,3811,True,kebab-case,674f9c67215ce1b9444f15d5,24,True,2
9,4525,True,camelCase,674f9c67215ce1b9444f15d5,24,True,2
0,6587,True,camelCase,674fdc15d76a7433294a53be,21,True,7
1,5061,True,kebab-case,674fdc15d76a7433294a53be,21,True,7
10,4656,True,kebab-case,674fdc15d76a7433294a53be,21,True,7
11,3817,True,kebab-case,674fdc15d76a7433294a53be,21,True,7
12,2971,True,camelCase,674fdc15d76a7433294a53be,21,True,7
13,2087,True,kebab-case,674fdc15d76a7433294a53be,21,True,7
14,5219,True,camelCase,674fdc15d76a7433294a53be,21,True,7
15,6488,True,kebab-case,674fdc15d76a7433294a53be,21,True,7
16,4003,True,kebab-case,674fdc15d76a7433294a53be,21,True,7
17,4988,True,camelCase,674fdc15d76a7433294a53be,21,True,7
18,6737,False,camelCase,674fdc15d76a7433294a53be,21,True,7
19,6174,True,camelCase,674fdc15d76a7433294a53be,21,True,7
2,5197,True,kebab-case,674fdc15d76a7433294a53be,21,True,7
3,2543,True,camelCase,674fdc15d76a7433294a53be,21,True,7
4,7984,True,kebab-case,674fdc15d76a7433294a53be,21,True,7
5,3557,True,kebab-case,674fdc15d76a7433294a53be,21,True,7
6,2984,True,camelCase,674fdc15d76a7433294a53be,21,True,7
7,3982,True,camelCase,674fdc15d76a7433294a53be,21,True,7
8,3552,True,kebab-case,674fdc15d76a7433294a53be,21,True,7
9,3368,True,camelCase,674fdc15d76a7433294a53be,21,True,7
0,7699,True,camelCase,674ff3f44cccf6a2f88c01e1,21,True,4
1,6530,True,kebab-case,674ff3f44cccf6a2f88c01e1,21,True,4
10,5493,True,kebab-case,674ff3f44cccf6a2f88c01e1,21,True,4
11,3794,False,kebab-case,674ff3f44cccf6a2f88c01e1,21,True,4
12,7280,True,camelCase,674ff3f44cccf6a2f88c01e1,21,True,4
13,2760,True,kebab-case,674ff3f44cccf6a2f88c01e1,21,True,4
14,15059,False,camelCase,674ff3f44cccf6a2f88c01e1,21,True,4
15,497,True,kebab-case,674ff3f44cccf6a2f88c01e1,21,True,4
16,328,False,kebab-case,674ff3f44cccf6a2f88c01e1,21,True,4
17,310,False,camelCase,674ff3f44cccf6a2f88c01e1,21,True,4
18,193,False,camelCase,674ff3f44cccf6a2f88c01e1,21,True,4
19,150,True,camelCase,674ff3f44cccf6a2f88c01e1,21,True,4
2,4213,True,kebab-case,674ff3f44cccf6a2f88c01e1,21,True,4
3,5795,True,camelCase,674ff3f44cccf6a2f88c01e1,21,True,4
4,3580,True,kebab-case,674ff3f44cccf6a2f88c01e1,21,True,4
5,18105,False,kebab-case,674ff3f44cccf6a2f88c01e1,21,True,4
6,5779,True,camelCase,674ff3f44cccf6a2f88c01e1,21,True,4
7,5606,True,camelCase,674ff3f44cccf6a2f88c01e1,21,True,4
8,4090,True,kebab-case,674ff3f44cccf6a2f88c01e1,21,True,4
9,5811,True,camelCase,674ff3f44cccf6a2f88c01e1,21,True,4
0,5527,True,camelCase,674ffc91dee2829cb5d73915,20,False,0
1,4293,True,kebab-case,674ffc91dee2829cb5d73915,20,False,0
10,6042,True,kebab-case,674ffc91dee2829cb5d73915,20,False,0
11,2678,False,kebab-case,674ffc91dee2829cb5d73915,20,False,0
12,3598,True,camelCase,674ffc91dee2829cb5d73915,20,False,0
13,3431,True,kebab-case,674ffc91dee2829cb5d73915,20,False,0
14,7812,True,camelCase,674ffc91dee2829cb5d73915,20,False,0
15,4381,True,kebab-case,674ffc91dee2829cb5d73915,20,False,0
16,4293,True,kebab-case,674ffc91dee2829cb5d73915,20,False,0
17,3414,True,camelCase,674ffc91dee2829cb5d73915,20,False,0
18,2097,False,camelCase,674ffc91dee2829cb5d73915,20,False,0
19,4366,True,camelCase,674ffc91dee2829cb5d73915,20,False,0
2,4240,True,kebab-case,674ffc91dee2829cb5d73915,20,False,0
3,3848,True,camelCase,674ffc91dee2829cb5d73915,20,False,0
4,4071,True,kebab-case,674ffc91dee2829cb5d73915,20,False,0
5,14304,False,kebab-case,674ffc91dee2829cb5d73915,20,False,0
6,3756,True,camelCase,674ffc91dee2829cb5d73915,20,False,0
7,5829,True,camelCase,674ffc91dee2829cb5d73915,20,False,0
8,4430,True,kebab-case,674ffc91dee2829cb5d73915,20,False,0
9,4573,True,camelCase,674ffc91dee2829cb5d73915,20,False,0
0,3744,True,camelCase,6750039cb3c0bd60a05422e2,20,False,0
1,3624,True,kebab-case,6750039cb3c0bd60a05422e2,20,False,0
10,2325,True,kebab-case,6750039cb3c0bd60a05422e2,20,False,0
11,2940,True,kebab-case,6750039cb3c0bd60a05422e2,20,False,0
12,3008,True,camelCase,6750039cb3c0bd60a05422e2,20,False,0
13,1943,True,kebab-case,6750039cb3c0bd60a05422e2,20,False,0
14,2368,True,camelCase,6750039cb3c0bd60a05422e2,20,False,0
15,2693,True,kebab-case,6750039cb3c0bd60a05422e2,20,False,0
16,2928,True,kebab-case,6750039cb3c0bd60a05422e2,20,False,0
17,1919,True,camelCase,6750039cb3c0bd60a05422e2,20,False,0
18,2277,True,camelCase,6750039cb3c0bd60a05422e2,20,False,0
19,2257,True,camelCase,6750039cb3c0bd60a05422e2,20,False,0
2,2873,True,kebab-case,6750039cb3c0bd60a05422e2,20,False,0
3,1873,True,camelCase,6750039cb3c0bd60a05422e2,20,False,0
4,2040,True,kebab-case,6750039cb3c0bd60a05422e2,20,False,0
5,2853,True,kebab-case,6750039cb3c0bd60a05422e2,20,False,0
6,1744,True,camelCase,6750039cb3c0bd60a05422e2,20,False,0
7,2558,True,camelCase,6750039cb3c0bd60a05422e2,20,False,0
8,1771,True,kebab-case,6750039cb3c0bd60a05422e2,20,False,0
9,1976,True,camelCase,6750039cb3c0bd60a05422e2,20,False,0
0,4261,True,camelCase,6750053e881951e5d84bf07e,21,True,7
1,3240,True,kebab-case,6750053e881951e5d84bf07e,21,True,7
10,3059,True,kebab-case,6750053e881951e5d84bf07e,21,True,7
11,2077,True,kebab-case,6750053e881951e5d84bf07e,21,True,7
12,3465,True,camelCase,6750053e881951e5d84bf07e,21,True,7
13,2400,True,kebab-case,6750053e881951e5d84bf07e,21,True,7
14,3927,True,camelCase,6750053e881951e5d84bf07e,21,True,7
15,5189,True,kebab-case,6750053e881951e5d84bf07e,21,True,7
16,3958,True,kebab-case,6750053e881951e5d84bf07e,21,True,7
17,2734,True,camelCase,6750053e881951e5d84bf07e,21,True,7
18,4280,True,camelCase,6750053e881951e5d84bf07e,21,True,7
19,3812,True,camelCase,6750053e881951e5d84bf07e,21,True,7
2,3163,True,kebab-case,6750053e881951e5d84bf07e,21,True,7
3,2096,True,camelCase,6750053e881951e5d84bf07e,21,True,7
4,1870,True,kebab-case,6750053e881951e5d84bf07e,21,True,7
5,2662,True,kebab-case,6750053e881951e5d84bf07e,21,True,7
6,2497,True,camelCase,6750053e881951e5d84bf07e,21,True,7
7,1772,True,camelCase,6750053e881951e5d84bf07e,21,True,7
8,1629,True,kebab-case,6750053e881951e5d84bf07e,21,True,7
9,3669,True,camelCase,6750053e881951e5d84bf07e,21,True,7
0,5089,True,camelCase,67500d7657900f8273aff8e8,26,False,0
1,4400,True,kebab-case,67500d7657900f8273aff8e8,26,False,0
10,7686,True,kebab-case,67500d7657900f8273aff8e8,26,False,0
11,5136,True,kebab-case,67500d7657900f8273aff8e8,26,False,0
12,6900,True,camelCase,67500d7657900f8273aff8e8,26,False,0
13,5223,True,kebab-case,67500d7657900f8273aff8e8,26,False,0
14,6103,True,camelCase,67500d7657900f8273aff8e8,26,False,0
15,4926,True,kebab-case,67500d7657900f8273aff8e8,26,False,0
16,3018,False,kebab-case,67500d7657900f8273aff8e8,26,False,0
17,5544,True,camelCase,67500d7657900f8273aff8e8,26,False,0
18,4656,False,camelCase,67500d7657900f8273aff8e8,26,False,0
19,5056,True,camelCase,67500d7657900f8273aff8e8,26,False,0
2,4200,True,kebab-case,67500d7657900f8273aff8e8,26,False,0
3,2621,True,camelCase,67500d7657900f8273aff8e8,26,False,0
4,3957,True,kebab-case,67500d7657900f8273aff8e8,26,False,0
5,4206,True,kebab-case,67500d7657900f8273aff8e8,26,False,0
6,4383,False,camelCase,67500d7657900f8273aff8e8,26,False,0
7,6924,True,camelCase,67500d7657900f8273aff8e8,26,False,0
8,5686,True,kebab-case,67500d7657900f8273aff8e8,26,False,0
9,4140,True,camelCase,67500d7657900f8273aff8e8,26,False,0
0,4555,True,camelCase,67500f850bb4cd6eac4ecc3c,0,True,1
1,4368,True,kebab-case,67500f850bb4cd6eac4ecc3c,0,True,1
10,4544,True,kebab-case,67500f850bb4cd6eac4ecc3c,0,True,1
11,3773,True,kebab-case,67500f850bb4cd6eac4ecc3c,0,True,1
12,3260,True,camelCase,67500f850bb4cd6eac4ecc3c,0,True,1
13,2997,True,kebab-case,67500f850bb4cd6eac4ecc3c,0,True,1
14,2355,True,camelCase,67500f850bb4cd6eac4ecc3c,0,True,1
15,2460,True,kebab-case,67500f850bb4cd6eac4ecc3c,0,True,1
16,3390,True,kebab-case,67500f850bb4cd6eac4ecc3c,0,True,1
17,4257,True,camelCase,67500f850bb4cd6eac4ecc3c,0,True,1
18,2225,True,camelCase,67500f850bb4cd6eac4ecc3c,0,True,1
19,3277,True,camelCase,67500f850bb4cd6eac4ecc3c,0,True,1
2,4935,True,kebab-case,67500f850bb4cd6eac4ecc3c,0,True,1
3,2388,True,camelCase,67500f850bb4cd6eac4ecc3c,0,True,1
4,3990,True,kebab-case,67500f850bb4cd6eac4ecc3c,0,True,1
5,3275,False,kebab-case,67500f850bb4cd6eac4ecc3c,0,True,1
6,2940,True,camelCase,67500f850bb4cd6eac4ecc3c,0,True,1
7,2853,True,camelCase,67500f850bb4cd6eac4ecc3c,0,True,1
8,3394,True,kebab-case,67500f850bb4cd6eac4ecc3c,0,True,1
9,2882,True,camelCase,67500f850bb4cd6eac4ecc3c,0,True,1
0,9255,True,camelCase,67501d08c398929b7a04a96b,29,False,0
1,9306,True,kebab-case,67501d08c398929b7a04a96b,29,False,0
10,8004,True,kebab-case,67501d08c398929b7a04a96b,29,False,0
11,31522,True,kebab-case,67501d08c398929b7a04a96b,29,False,0
12,5775,True,camelCase,67501d08c398929b7a04a96b,29,False,0
13,6390,True,kebab-case,67501d08c398929b7a04a96b,29,False,0
14,6335,True,camelCase,67501d08c398929b7a04a96b,29,False,0
15,14224,True,kebab-case,67501d08c398929b7a04a96b,29,False,0
16,12973,True,kebab-case,67501d08c398929b7a04a96b,29,False,0
17,14690,True,camelCase,67501d08c398929b7a04a96b,29,False,0
18,6877,True,camelCase,67501d08c398929b7a04a96b,29,False,0
19,5992,True,camelCase,67501d08c398929b7a04a96b,29,False,0
2,12322,True,kebab-case,67501d08c398929b7a04a96b,29,False,0
3,8471,True,camelCase,67501d08c398929b7a04a96b,29,False,0
4,6337,True,kebab-case,67501d08c398929b7a04a96b,29,False,0
5,16137,True,kebab-case,67501d08c398929b7a04a96b,29,False,0
6,11556,True,camelCase,67501d08c398929b7a04a96b,29,False,0
7,4456,True,camelCase,67501d08c398929b7a04a96b,29,False,0
8,6656,True,kebab-case,67501d08c398929b7a04a96b,29,False,0
9,26341,True,camelCase,67501d08c398929b7a04a96b,29,False,0
0,3995,True,camelCase,675024e8efae76c9e7006851,25,True,6
1,4123,True,kebab-case,675024e8efae76c9e7006851,25,True,6
10,3938,True,kebab-case,675024e8efae76c9e7006851,25,True,6
11,3063,True,kebab-case,675024e8efae76c9e7006851,25,True,6
12,3056,True,camelCase,675024e8efae76c9e7006851,25,True,6
13,3058,True,kebab-case,675024e8efae76c9e7006851,25,True,6
14,2751,True,camelCase,675024e8efae76c9e7006851,25,True,6
15,3338,True,kebab-case,675024e8efae76c9e7006851,25,True,6
16,3046,False,kebab-case,675024e8efae76c9e7006851,25,True,6
17,2638,True,camelCase,675024e8efae76c9e7006851,25,True,6
18,2821,True,camelCase,675024e8efae76c9e7006851,25,True,6
19,4372,True,camelCase,675024e8efae76c9e7006851,25,True,6
2,2457,True,kebab-case,675024e8efae76c9e7006851,25,True,6
3,2406,True,camelCase,675024e8efae76c9e7006851,25,True,6
4,2457,True,kebab-case,675024e8efae76c9e7006851,25,True,6
5,2972,True,kebab-case,675024e8efae76c9e7006851,25,True,6
6,2720,True,camelCase,675024e8efae76c9e7006851,25,True,6
7,4004,True,camelCase,675024e8efae76c9e7006851,25,True,6
8,3091,True,kebab-case,675024e8efae76c9e7006851,25,True,6
9,2722,True,camelCase,675024e8efae76c9e7006851,25,True,6
0,4344,True,camelCase,675028849591c3fd9b86c92f,25,False,0
1,3676,True,kebab-case,675028849591c3fd9b86c92f,25,False,0
10,7747,True,kebab-case,675028849591c3fd9b86c92f,25,False,0
11,5959,True,kebab-case,675028849591c3fd9b86c92f,25,False,0
12,10930,True,camelCase,675028849591c3fd9b86c92f,25,False,0
13,5772,True,kebab-case,675028849591c3fd9b86c92f,25,False,0
14,3179,True,camelCase,675028849591c3fd9b86c92f,25,False,0
15,4491,True,kebab-case,675028849591c3fd9b86c92f,25,False,0
16,4660,True,kebab-case,675028849591c3fd9b86c92f,25,False,0
17,2007,True,camelCase,675028849591c3fd9b86c92f,25,False,0
18,3107,False,camelCase,675028849591c3fd9b86c92f,25,False,0
19,5362,True,camelCase,675028849591c3fd9b86c92f,25,False,0
2,6208,True,kebab-case,675028849591c3fd9b86c92f,25,False,0
3,2358,True,camelCase,675028849591c3fd9b86c92f,25,False,0
4,3191,True,kebab-case,675028849591c3fd9b86c92f,25,False,0
5,3072,False,kebab-case,675028849591c3fd9b86c92f,25,False,0
6,4545,True,camelCase,675028849591c3fd9b86c92f,25,False,0
7,3409,True,camelCase,675028849591c3fd9b86c92f,25,False,0
8,5723,True,kebab-case,675028849591c3fd9b86c92f,25,False,0
9,6144,True,camelCase,675028849591c3fd9b86c92f,25,False,0
0,8016,True,camelCase,67504209c242968b33f6a401,30,True,1
1,5940,True,kebab-case,67504209c242968b33f6a401,30,True,1
10,4902,True,kebab-case,67504209c242968b33f6a401,30,True,1
11,4332,True,kebab-case,67504209c242968b33f6a401,30,True,1
12,4719,True,camelCase,67504209c242968b33f6a401,30,True,1
13,3082,True,kebab-case,67504209c242968b33f6a401,30,True,1
14,8540,True,camelCase,67504209c242968b33f6a401,30,True,1
15,4374,True,kebab-case,67504209c242968b33f6a401,30,True,1
16,10293,True,kebab-case,67504209c242968b33f6a401,30,True,1
17,4355,True,camelCase,67504209c242968b33f6a401,30,True,1
18,3798,True,camelCase,67504209c242968b33f6a401,30,True,1
19,5539,True,camelCase,67504209c242968b33f6a401,30,True,1
2,5329,True,kebab-case,67504209c242968b33f6a401,30,True,1
3,4225,True,camelCase,67504209c242968b33f6a401,30,True,1
4,4331,True,kebab-case,67504209c242968b33f6a401,30,True,1
5,14818,True,kebab-case,67504209c242968b33f6a401,30,True,1
6,5200,True,camelCase,67504209c242968b33f6a401,30,True,1
7,3918,True,camelCase,67504209c242968b33f6a401,30,True,1
8,2395,True,kebab-case,67504209c242968b33f6a401,30,True,1
9,6133,True,camelCase,67504209c242968b33f6a401,30,True,1
0,4161,True,camelCase,6750591794d41a6c001adae8,24,True,2
1,4114,True,kebab-case,6750591794d41a6c001adae8,24,True,2
10,6163,True,kebab-case,6750591794d41a6c001adae8,24,True,2
11,4319,True,kebab-case,6750591794d41a6c001adae8,24,True,2
12,5470,True,camelCase,6750591794d41a6c001adae8,24,True,2
13,9098,True,kebab-case,6750591794d41a6c001adae8,24,True,2
14,4326,True,camelCase,6750591794d41a6c001adae8,24,True,2
15,5194,True,kebab-case,6750591794d41a6c001adae8,24,True,2
16,4472,True,kebab-case,6750591794d41a6c001adae8,24,True,2
17,3650,True,camelCase,6750591794d41a6c001adae8,24,True,2
18,4517,False,camelCase,6750591794d41a6c001adae8,24,True,2
19,5614,True,camelCase,6750591794d41a6c001adae8,24,True,2
2,4190,True,kebab-case,6750591794d41a6c001adae8,24,True,2
3,2717,True,camelCase,6750591794d41a6c001adae8,24,True,2
4,2882,True,kebab-case,6750591794d41a6c001adae8,24,True,2
5,2265,True,kebab-case,6750591794d41a6c001adae8,24,True,2
6,3629,True,camelCase,6750591794d41a6c001adae8,24,True,2
7,5027,True,camelCase,6750591794d41a6c001adae8,24,True,2
8,2868,True,kebab-case,6750591794d41a6c001adae8,24,True,2
9,6380,True,camelCase,6750591794d41a6c001adae8,24,True,2
0,6014,True,camelCase,67508278552c62ded9ce3247,26,False,0
1,6620,True,kebab-case,67508278552c62ded9ce3247,26,False,0
10,3951,True,kebab-case,67508278552c62ded9ce3247,26,False,0
11,10607,True,kebab-case,67508278552c62ded9ce3247,26,False,0
12,2965,True,camelCase,67508278552c62ded9ce3247,26,False,0
13,4183,True,kebab-case,67508278552c62ded9ce3247,26,False,0
14,2977,True,camelCase,67508278552c62ded9ce3247,26,False,0
15,3851,True,kebab-case,67508278552c62ded9ce3247,26,False,0
16,4919,True,kebab-case,67508278552c62ded9ce3247,26,False,0
17,3446,True,camelCase,67508278552c62ded9ce3247,26,False,0
18,5018,True,camelCase,67508278552c62ded9ce3247,26,False,0
19,3808,True,camelCase,67508278552c62ded9ce3247,26,False,0
2,6785,True,kebab-case,67508278552c62ded9ce3247,26,False,0
3,2692,True,camelCase,67508278552c62ded9ce3247,26,False,0
4,4416,True,kebab-case,67508278552c62ded9ce3247,26,False,0
5,9330,True,kebab-case,67508278552c62ded9ce3247,26,False,0
6,7541,True,camelCase,67508278552c62ded9ce3247,26,False,0
7,3063,True,camelCase,67508278552c62ded9ce3247,26,False,0
8,5312,True,kebab-case,67508278552c62ded9ce3247,26,False,0
9,4758,True,camelCase,67508278552c62ded9ce3247,26,False,0
0,6898,True,camelCase,67515f8695e19cd1fc0874be,24,False,0
1,3196,True,kebab-case,67515f8695e19cd1fc0874be,24,False,0
10,6307,True,kebab-case,67515f8695e19cd1fc0874be,24,False,0
11,2182,True,kebab-case,67515f8695e19cd1fc0874be,24,False,0
12,2163,True,camelCase,67515f8695e19cd1fc0874be,24,False,0
13,2755,True,kebab-case,67515f8695e19cd1fc0874be,24,False,0
14,2405,False,camelCase,67515f8695e19cd1fc0874be,24,False,0
15,3552,True,kebab-case,67515f8695e19cd1fc0874be,24,False,0
16,4769,True,kebab-case,67515f8695e19cd1fc0874be,24,False,0
17,5874,True,camelCase,67515f8695e19cd1fc0874be,24,False,0
18,3848,False,camelCase,67515f8695e19cd1fc0874be,24,False,0
19,4100,True,camelCase,67515f8695e19cd1fc0874be,24,False,0
2,4046,True,kebab-case,67515f8695e19cd1fc0874be,24,False,0
3,1761,True,camelCase,67515f8695e19cd1fc0874be,24,False,0
4,2581,True,kebab-case,67515f8695e19cd1fc0874be,24,False,0
5,2260,True,kebab-case,67515f8695e19cd1fc0874be,24,False,0
6,3264,True,camelCase,67515f8695e19cd1fc0874be,24,False,0
7,3271,True,camelCase,67515f8695e19cd1fc0874be,24,False,0
8,2785,True,kebab-case,67515f8695e19cd1fc0874be,24,False,0
9,2776,True,camelCase,67515f8695e19cd1fc0874be,24,False,0
0,6212,True,camelCase,6752f2f1deb25df4faef7f03,25,True,1
1,5083,True,kebab-case,6752f2f1deb25df4faef7f03,25,True,1
10,4641,True,kebab-case,6752f2f1deb25df4faef7f03,25,True,1
11,4809,True,kebab-case,6752f2f1deb25df4faef7f03,25,True,1
12,2951,True,camelCase,6752f2f1deb25df4faef7f03,25,True,1
13,3787,True,kebab-case,6752f2f1deb25df4faef7f03,25,True,1
14,3325,True,camelCase,6752f2f1deb25df4faef7f03,25,True,1
15,4884,True,kebab-case,6752f2f1deb25df4faef7f03,25,True,1
16,8847,True,kebab-case,6752f2f1deb25df4faef7f03,25,True,1
17,5783,True,camelCase,6752f2f1deb25df4faef7f03,25,True,1
18,4370,True,camelCase,6752f2f1deb25df4faef7f03,25,True,1
19,4219,True,camelCase,6752f2f1deb25df4faef7f03,25,True,1
2,4345,True,kebab-case,6752f2f1deb25df4faef7f03,25,True,1
3,2292,True,camelCase,6752f2f1deb25df4faef7f03,25,True,1
4,5428,True,kebab-case,6752f2f1deb25df4faef7f03,25,True,1
5,9240,True,kebab-case,6752f2f1deb25df4faef7f03,25,True,1
6,3950,True,camelCase,6752f2f1deb25df4faef7f03,25,True,1
7,5598,True,camelCase,6752f2f1deb25df4faef7f03,25,True,1
8,11742,True,kebab-case,6752f2f1deb25df4faef7f03,25,True,1
9,5071,True,camelCase,6752f2f1deb25df4faef7f03,25,True,1
0,2631,True,camelCase,6761853ef9a08d4384bd34b7,25,True,2
1,2539,True,kebab-case,6761853ef9a08d4384bd34b7,25,True,2
10,4243,True,kebab-case,6761853ef9a08d4384bd34b7,25,True,2
11,7707,True,kebab-case,6761853ef9a08d4384bd34b7,25,True,2
12,1945,True,camelCase,6761853ef9a08d4384bd34b7,25,True,2
13,2851,True,kebab-case,6761853ef9a08d4384bd34b7,25,True,2
14,3132,True,camelCase,6761853ef9a08d4384bd34b7,25,True,2
15,2508,False,kebab-case,6761853ef9a08d4384bd34b7,25,True,2
16,3692,True,kebab-case,6761853ef9a08d4384bd34b7,25,True,2
17,2125,True,camelCase,6761853ef9a08d4384bd34b7,25,True,2
18,2468,True,camelCase,6761853ef9a08d4384bd34b7,25,True,2
19,3225,True,camelCase,6761853ef9a08d4384bd34b7,25,True,2
2,1765,True,kebab-case,6761853ef9a08d4384bd34b7,25,True,2
3,2875,True,camelCase,6761853ef9a08d4384bd34b7,25,True,2
4,2774,True,kebab-case,6761853ef9a08d4384bd34b7,25,True,2
5,3389,False,kebab-case,6761853ef9a08d4384bd34b7,25,True,2
6,2238,True,camelCase,6761853ef9a08d4384bd34b7,25,True,2
7,1784,True,camelCase,6761853ef9a08d4384bd34b7,25,True,2
8,2211,True,kebab-case,6761853ef9a08d4384bd34b7,25,True,2
9,1467,True,camelCase,6761853ef9a08d4384bd34b7,25,True,2
